Normal,Foil,Name,Set,Card Number,Color,Rarity,Price,Foil Price
1,0,"Razoul - Palace Guard",003,188,Steel,Common,"€0.11","€0.17"
0,0,"Robin Hood - Beloved Outlaw",003,189,Steel,Common,"€0.15","€0.93"
0,0,"Robin Hood - Champion of Sherwood",003,190,Steel,Legendary,"€30.81","€34.00"
2,0,"Sheriff of Nottingham - Corrupt Official",003,191,Steel,Super Rare,"€0.12","€0.64"
0,0,"Simba - Fighting Prince",003,192,Steel,Super Rare,"€0.40","€1.29"
0,0,"Simba - Rightful King",003,193,Steel,Uncommon,"€0.12","€0.29"
1,0,"Thaddeus E. Klang - Metallic Leader",003,194,Steel,Uncommon,"€0.11","€0.15"
2,0,"And Then Along Came Zeus",003,195,Steel,Rare,"€4.17","€8.53"
2,0,"Ba-boom!",003,196,Steel,Common,"€0.11","€0.46"
1,0,"Olympus Would Be That Way",003,197,Steel,Common,"€0.11","€0.14"
1,0,"Rise of the Titans",003,198,Steel,Uncommon,"€0.20","€0.67"
2,0,"Captain Hook's Rapier",003,199,Steel,Uncommon,"€0.11","€0.15"
4,0,"Gizmosuit",003,200,Steel,Common,"€0.12","€0.12"
1,0,"Map of Treasure Planet",003,201,Steel,Rare,"€0.12","€0.70"
0,0,"Maui's Place of Exile - Hidden Island",003,202,Steel,Rare,"€0.12","€0.23"
1,0,"Nottingham - Prince John's Castle",003,203,Steel,Common,"€0.11","€0.19"
2,0,"The Bayou - Mysterious Swamp",003,204,Steel,Uncommon,"€0.11","€0.46"
0,0,"Chernabog - Evildoer",003,205,Amber,Enchanted,"€92.23","€92.23"
0,0,"Kida - Protector of Atlantis",003,206,Amber,Enchanted,"€109.59","€109.59"
0,0,"Pride Lands - Pride Rock",003,207,Amber,Enchanted,"€45.28","€45.28"
0,0,"Jafar - Striking Illusionist",003,208,Amethyst,Enchanted,"€115.62","€115.62"
0,0,"Maleficent - Mistress of All Evil",003,209,Amethyst,Enchanted,"€75.64","€75.64"
0,0,"The Sorcerer's Hat",003,210,Amethyst,Enchanted,"€45.08","€45.08"
0,0,"Morph - Space Goo",003,211,Emerald,Enchanted,"€100.64","€100.64"
0,0,"Ursula - Deceiver of All",003,212,Emerald,Enchanted,"€189.52","€189.52"
0,0,"Kuzco's Palace - Home of the Emperor",003,213,Emerald,Enchanted,"€36.28","€36.28"
0,0,"Captain Hook - Master Swordsman",003,214,Ruby,Enchanted,"€48.32","€48.32"
0,0,"Peter Pan - Pirate's Bane",003,215,Ruby,Enchanted,"€55.59","€55.59"
0,0,"RLS Legacy - Solar Galleon",003,216,Ruby,Enchanted,"€45.46","€45.46"
0,0,"Gramma Tala - Spirit of the Ocean",003,217,Sapphire,Enchanted,"€55.81","€55.81"
0,0,"Scrooge McDuck - Richest Duck in the World",003,218,Sapphire,Enchanted,"€95.59","€95.59"
0,0,"Belle's House - Maurice's Workshop",003,219,Sapphire,Enchanted,"€27.80","€27.80"
0,0,"Mickey Mouse - Trumpeter",003,220,Steel,Enchanted,"€66.54","€66.54"
0,0,"Robin Hood - Champion of Sherwood",003,221,Steel,Enchanted,"€162.78","€162.78"
0,0,"And Then Along Came Zeus",003,222,Steel,Enchanted,"€130.59","€130.59"
0,0,"Piglet - Pooh Pirate Captain",003,223,Amber,Super Rare,"€5.83","€5.83"
4,1,"Agustin Madrigal - Clumsy Dad",004,001,Amber,Common,"€0.12","€0.12"
0,0,"Alma Madrigal - Family Matriarch",004,002,Amber,Rare,"€0.34","€0.77"
1,2,"Ariel - Singing Mermaid",004,003,Amber,Rare,"€0.12","€0.55"
2,0,"Cinderella - Melody Weaver",004,004,Amber,Legendary,"€1.94","€3.92"
1,0,"Cogsworth - Majordomo",004,005,Amber,Common,"€0.12","€0.12"
2,0,"Daisy Duck - Lovely Lady",004,006,Amber,Uncommon,"€0.11","€0.61"
4,0,"Daisy Duck - Musketeer Spy",004,007,Amber,Common,"€0.11","€0.21"
3,0,"Donald Duck - Musketeer Soldier",004,008,Amber,Uncommon,"€0.31","€8.65"
5,0,"Félix Madrigal - Fun-Loving Family Man",004,009,Amber,Uncommon,"€0.11","€0.22"
0,0,"Gaston - Despicable Dealer",004,010,Amber,Super Rare,"€0.29","€0.96"
3,0,"Golden Harp - Enchanter of the Land",004,011,Amber,Rare,"€0.12","€0.70"
5,0,"Goofy - Musketeer Swordsman",004,012,Amber,Rare,"€0.12","€0.20"
4,0,"Julieta Madrigal - Excellent Cook",004,013,Amber,Uncommon,"€0.14","€1.63"
3,0,"Max - Loyal Sheepdog",004,014,Amber,Common,"€0.12","€0.12"
4,0,"Mickey Mouse - Leader of the Band",004,015,Amber,Uncommon,"€0.11","€0.45"
0,0,"Mickey Mouse - Musketeer Captain",004,016,Amber,Legendary,"€1.37","€3.66"
0,0,"Minnie Mouse - Musketeer Champion",004,017,Amber,Super Rare,"€0.12","€0.88"
0,1,"Mirabel Madrigal - Gift of the Family",004,018,Amber,Super Rare,"€0.12","€0.37"
3,0,"Mirabel Madrigal - Prophecy Finder",004,019,Amber,Common,"€0.11","€0.12"
3,0,"Pluto - Rescue Dog",004,020,Amber,Common,"€0.11","€0.14"
6,0,"Prince Eric - Seafaring Prince",004,021,Amber,Common,"€0.11","€0.13"
1,0,"Prince Eric - Ursula's Groom",004,022,Amber,Uncommon,"€0.11","€0.61"
5,2,"Stitch - Alien Dancer",004,023,Amber,Common,"€0.11","€0.15"
1,0,"Ursula - Eric's Bride",004,024,Amber,Rare,"€0.12","€1.07"
6,0,"Ursula - Vanessa",004,025,Amber,Common,"€0.13","€0.64"
3,0,"Bruno's Return",004,026,Amber,Uncommon,"€0.11","€0.40"
3,1,"First Aid",004,027,Amber,Common,"€0.12","€0.12"
3,0,"Look At This Family",004,028,Amber,Rare,"€0.12","€0.74"
4,0,"Lost In The Woods",004,029,Amber,Uncommon,"€0.11","€0.46"
1,0,"Sign The Scroll",004,030,Amber,Uncommon,"€0.11","€0.49"
0,0,"Miracle Candle",004,031,Amber,Rare,"€0.12","€0.66"
4,0,"Record Player",004,032,Amber,Common,"€0.12","€0.12"
1,0,"Atlantica - Concert Hall",004,033,Amber,Common,"€0.11","€0.14"
0,0,"The Underworld - River Styx",004,034,Amber,Rare,"€0.12","€0.87"
4,0,"Antonio Madrigal - Animal Expert",004,035,Amethyst,Uncommon,"€0.11","€0.29"
1,1,"Belle - Accomplished Mystic",004,036,Amethyst,Super Rare,"€2.13","€11.74"
5,0,"Belle - Untrained Mystic",004,037,Amethyst,Common,"€0.11","€0.14"
0,1,"Bruno Madrigal - Out of the Shadows",004,038,Amethyst,Rare,"€0.12","€0.12"
1,0,"Bruno Madrigal - Undetected Uncle",004,039,Amethyst,Super Rare,"€0.99","€1.85"
2,0,"Camilo Madrigal - Prankster",004,040,Amethyst,Uncommon,"€0.11","€0.48"
5,0,"Dolores Madrigal - Easy Listener",004,041,Amethyst,Common,"€0.14","€0.29"
4,0,"Elsa - Storm Chaser",004,042,Amethyst,Rare,"€0.12","€0.90"
2,0,"Flotsam - Ursula's ""Baby""",004,043,Amethyst,Uncommon,"€0.13","€0.61"
2,0,"Flotsam & Jetsam - Entangling Eels",004,044,Amethyst,Uncommon,"€0.11","€0.41"
2,0,"Isabela Madrigal - Golden Child",004,045,Amethyst,Rare,"€0.34","€1.32"
1,1,"Jetsam - Ursula's ""Baby""",004,046,Amethyst,Common,"€0.12","€0.12"
3,0,"Luisa Madrigal - Magically Strong One",004,047,Amethyst,Common,"€0.12","€0.12"
6,0,"Magic Broom - Illuminary Keeper",004,048,Amethyst,Common,"€0.33","€4.69"
2,0,"Magic Broom - Lively Sweeper",004,049,Amethyst,Common,"€0.11","€0.14"
6,0,"Magical Maid - Feather Duster",004,050,Amethyst,Uncommon,"€0.11","€0.20"
5,0,"Marshmallow - Terrifying Snowman",004,051,Amethyst,Uncommon,"€0.11","€0.37"
0,0,"Mrs. Potts - Enchanted Teapot",004,052,Amethyst,Rare,"€0.20","€0.31"
1,0,"Pepa Madrigal - Weather Maker",004,053,Amethyst,Rare,"€0.12","€0.48"
0,0,"Peter Pan - Shadow Finder",004,054,Amethyst,Super Rare,"€0.24","€1.90"
3,0,"Pico - Helpful Toucan",004,055,Amethyst,Common,"€0.11","€0.20"
6,0,"Tick-Tock - Ever-Present Pursuer",004,056,Amethyst,Common,"€0.11","€0.14"
2,0,"Ursula - Mad Sea Witch",004,057,Amethyst,Uncommon,"€0.11","€1.37"
2,1,"Ursula - Sea Witch Queen",004,058,Amethyst,Legendary,"€6.49","€13.71"
0,0,"Yen Sid - Powerful Sorcerer",004,059,Amethyst,Legendary,"€9.60","€9.60"
6,0,"Poor Unfortunate Souls",004,060,Amethyst,Common,"€0.11","€0.15"
1,0,"Second Star To The Right",004,061,Amethyst,Rare,"€0.12","€0.84"
3,1,"Swing Into Action",004,062,Amethyst,Common,"€0.11","€0.14"
0,0,"Ursula's Plan",004,063,Amethyst,Uncommon,"€0.14","€0.34"
1,0,"Mystical Rose",004,064,Amethyst,Rare,"€0.12","€0.39"
1,0,"Rose Lantern",004,065,Amethyst,Common,"€0.11","€0.13"
0,0,"Triton's Trident",004,066,Amethyst,Uncommon,"€0.11","€0.34"
5,0,"Casa Madrigal - Casita",004,067,Amethyst,Common,"€0.12","€0.12"
1,0,"Ursula's Lair - Eye of the Storm",004,068,Amethyst,Rare,"€0.20","€0.61"
1,1,"Cri-Kee - Lucky Cricket",004,069,Emerald,Rare,"€0.61","€1.77"
1,0,"Diablo - Devoted Herald",004,070,Emerald,Legendary,"€24.75","€32.86"
2,1,"Diablo - Maleficent's Spy",004,071,Emerald,Common,"€0.17","€0.69"
1,0,"Gunther - Interior Designer",004,072,Emerald,Common,"€0.11","€0.14"
4,0,"Gus - Champion of Cheese",004,073,Emerald,Common,"€0.11","€0.14"
0,0,"Hades - Double Dealer",004,074,Emerald,Legendary,"€2.05","€4.17"
1,0,"HeiHei - Bumbling Rooster",004,075,Emerald,Uncommon,"€0.11","€3.21"
0,0,"Hera - Queen of the Gods",004,076,Emerald,Rare,"€0.20","€0.20"
3,0,"Jaq - Connoisseur of Climbing",004,077,Emerald,Common,"€0.11","€0.19"
2,0,"Jasmine - Desert Warrior",004,078,Emerald,Rare,"€0.20","€0.40"
2,0,"Megara - Captivating Cynic",004,079,Emerald,Common,"€0.11","€0.13"
3,0,"Megara - Liberated One",004,080,Emerald,Uncommon,"€0.12","€0.88"
0,0,"Pain - Immortal Sidekick",004,081,Emerald,Uncommon,"€0.11","€0.42"
4,0,"Panic - Immortal Sidekick",004,082,Emerald,Uncommon,"€0.11","€0.55"
1,0,"Pegasus - Cloud Racer",004,083,Emerald,Uncommon,"€0.34","€1.45"
1,0,"Pegasus - Gift for Hercules",004,084,Emerald,Common,"€0.20","€0.53"
1,0,"Pete - Born to Cheat",004,085,Emerald,Super Rare,"€0.12","€0.45"
0,0,"Pete - Rotten Guy",004,086,Emerald,Uncommon,"€0.11","€0.42"
0,0,"Prince Phillip - Vanquisher of Foes",004,087,Emerald,Super Rare,"€0.20","€0.73"
1,0,"Prince Phillip - Warden of the Woods",004,088,Emerald,Rare,"€0.12","€0.24"
1,0,"The Fates - Only One Eye",004,089,Emerald,Common,"€0.11","€0.14"
0,0,"The Muses - Proclaimers of Heroes",004,090,Emerald,Rare,"€1.59","€4.41"
3,0,"Tor - Florist",004,091,Emerald,Common,"€0.12","€0.12"
0,0,"Zeus - Mr. Lightning Bolts",004,092,Emerald,Super Rare,"€0.25","€0.91"
2,0,"Dodge!",004,093,Emerald,Common,"€0.11","€0.14"
2,1,"Make The Potion",004,094,Emerald,Common,"€0.11","€0.14"
1,0,"Under The Sea",004,095,Emerald,Rare,"€0.61","€2.23"
3,0,"Ursula's Trickery",004,096,Emerald,Uncommon,"€0.11","€0.48"
2,0,"We Don't Talk About Bruno",004,097,Emerald,Rare,"€1.37","€2.47"
2,0,"Hidden Inkcaster",004,098,Emerald,Common,"€0.11","€0.13"
4,0,"Signed Contract",004,099,Emerald,Uncommon,"€0.11","€0.47"
1,0,"Vision Slab",004,100,Emerald,Uncommon,"€0.14","€0.61"
6,0,"Hidden Cove - Tranquil Haven",004,101,Emerald,Common,"€0.11","€0.34"
0,0,"Ursula's Garden - Full of the Unfortunate",004,102,Emerald,Rare,"€0.12","€0.67"
0,0,"Beast - Wounded",004,103,Ruby,Uncommon,"€0.11","€1.63"
3,1,"Benja - Bold Uniter",004,104,Ruby,Common,"€0.12","€0.12"
2,0,"Fa Zhou - Mulan's Father",004,105,Ruby,Common,"€0.11","€0.14"
4,0,"Flynn Rider - Frenemy",004,106,Ruby,Super Rare,"€5.72","€10.00"
3,1,"Goofy - Super Goof",004,107,Ruby,Rare,"€0.69","€5.01"
5,0,"Hercules - Clumsy Kid",004,108,Ruby,Common,"€0.11","€0.13"
6,0,"Hercules - Daring Demigod",004,109,Ruby,Uncommon,"€0.13","€0.46"
3,0,"Khan - Beloved Steed",004,110,Ruby,Uncommon,"€0.11","€0.18"
1,1,"Li Shang - General's Son",004,111,Ruby,Common,"€0.11","€0.19"
0,0,"Li Shang - Valorous General",004,112,Ruby,Uncommon,"€0.11","€0.61"
1,0,"Lumiere - Fiery Friend",004,113,Ruby,Rare,"€0.19","€1.10"
1,0,"Mulan - Elite Archer",004,114,Ruby,Legendary,"€6.37","€6.37"
1,0,"Mulan - Enemy of Entanglement",004,115,Ruby,Uncommon,"€0.11","€0.51"
3,0,"Mulan - Injured Soldier",004,116,Ruby,Common,"€0.11","€0.34"
0,0,"Namaari - Heir of Fang",004,117,Ruby,Rare,"€0.12","€0.32"
0,0,"Nessus - River Guardian",004,118,Ruby,Uncommon,"€0.12","€0.12"
1,0,"Noi - Acrobatic Baby",004,119,Ruby,Super Rare,"€0.12","€0.65"
5,0,"Pegasus - Flying Steed",004,120,Ruby,Common,"€0.11","€0.13"
3,0,"Raya - Fierce Protector",004,121,Ruby,Super Rare,"€0.20","€0.65"
2,0,"Raya - Guardian of the Dragon Gem",004,122,Ruby,Common,"€0.11","€0.13"
4,0,"Sisu - Daring Visitor",004,123,Ruby,Uncommon,"€0.34","€18.77"
4,0,"Sisu - Emboldened Warrior",004,124,Ruby,Rare,"€4.17","€9.65"
1,0,"Sisu - Empowered Sibling",004,125,Ruby,Legendary,"€23.74","€43.30"
2,0,"Tong - Survivor",004,126,Ruby,Common,"€0.11","€0.14"
0,0,"Tuk Tuk - Lively Partner",004,127,Ruby,Rare,"€0.14","€0.97"
4,0,"A Pirate's Life",004,128,Ruby,Uncommon,"€0.21","€28.35"
0,0,"Be King Undisputed",004,129,Ruby,Rare,"€0.62","€1.99"
5,0,"Brawl",004,130,Ruby,Common,"€0.34","€3.66"
1,0,"Imperial Proclamation",004,131,Ruby,Rare,"€0.12","€0.54"
3,0,"Medallion Weights",004,132,Ruby,Uncommon,"€0.13","€0.46"
2,0,"The Plank",004,133,Ruby,Common,"€0.12","€0.12"
3,0,"Vitalisphere",004,134,Ruby,Common,"€0.13","€0.59"
0,0,"Snuggly Duckling - Disreputable Pub",004,135,Ruby,Rare,"€0.20","€0.58"
1,0,"Training Grounds - Impossible Pillar",004,136,Ruby,Common,"€0.12","€0.12"
5,0,"Anna - Braving the Storm",004,137,Sapphire,Common,"€0.11","€0.29"
0,0,"Anna - True-Hearted",004,138,Sapphire,Super Rare,"€0.45","€0.90"
0,0,"Ariel - Treasure Collector",004,139,Sapphire,Super Rare,"€0.89","€3.55"
1,0,"Aurora - Lore Guardian",004,140,Sapphire,Super Rare,"€0.40","€1.12"
4,0,"Aurora - Tranquil Princess",004,141,Sapphire,Common,"€0.11","€0.23"
1,0,"Dang Hu - Talon Chief",004,142,Sapphire,Rare,"€0.14","€0.24"
4,1,"Fa Li - Mulan's Mother",004,143,Sapphire,Common,"€0.11","€0.14"
1,0,"Flounder - Collector's Companion",004,144,Sapphire,Uncommon,"€0.11","€0.44"
5,1,"Hades - Meticulous Plotter",004,145,Sapphire,Uncommon,"€0.11","€0.40"
4,0,"Hans - Noble Scoundrel",004,146,Sapphire,Common,"€0.12","€0.12"
0,0,"Iduna - Caring Mother",004,147,Sapphire,Uncommon,"€0.11","€0.35"
1,0,"John Silver - Terror of the Realm",004,148,Sapphire,Rare,"€0.24","€0.46"
2,0,"Olaf - Carrot Enthusiast",004,149,Sapphire,Uncommon,"€0.11","€0.45"
1,0,"Olaf - Trusting Companion",004,150,Sapphire,Common,"€0.12","€0.12"
1,0,"Pascal - Inquisitive Pet",004,151,Sapphire,Common,"€0.11","€0.14"
0,0,"Prince Phillip - Gallant Defender",004,152,Sapphire,Rare,"€0.12","€0.31"
2,0,"Rapunzel - Appreciative Artist",004,153,Sapphire,Rare,"€0.12","€0.58"
1,0,"Scuttle - Expert on Humans",004,154,Sapphire,Uncommon,"€0.19","€4.61"
0,0,"Sisu - Wise Friend",004,155,Sapphire,Uncommon,"€0.11","€0.41"
2,0,"The Queen - Diviner",004,156,Sapphire,Legendary,"€5.86","€5.86"
0,0,"Transformed Chef - Castle Stove",004,157,Sapphire,Common,"€0.11","€0.13"
1,0,"Triton - Champion of Atlantica",004,158,Sapphire,Legendary,"€1.11","€2.83"
1,0,"Triton - Discerning King",004,159,Sapphire,Rare,"€0.12","€0.34"
1,0,"Triton - Young Prince",004,160,Sapphire,Uncommon,"€0.11","€0.58"
4,0,"Tuk Tuk - Curious Partner",004,161,Sapphire,Common,"€0.11","€0.14"
2,0,"Dig A Little Deeper",004,162,Sapphire,Uncommon,"€0.11","€0.58"
2,0,"Glean",004,163,Sapphire,Common,"€0.11","€0.15"
3,0,"Seldom All They Seem",004,164,Sapphire,Common,"€0.12","€0.12"
1,0,"Treasures Untold",004,165,Sapphire,Rare,"€0.13","€0.45"
0,0,"Field Of Ice",004,166,Sapphire,Rare,"€0.14","€0.48"
5,0,"Great Stone Dragon",004,167,Sapphire,Uncommon,"€0.19","€9.15"
3,0,"Ice Block",004,168,Sapphire,Common,"€0.17","€1.11"
0,0,"Ariel's Grotto - A Secret Place",004,169,Sapphire,Rare,"€0.20","€0.40"
2,0,"Winter Camp - Medical Tent",004,170,Sapphire,Common,"€0.12","€0.12"
2,0,"Aladdin - Brave Rescuer",004,171,Steel,Uncommon,"€0.20","€1.12"
3,0,"Aladdin - Resolute Swordsman",004,172,Steel,Common,"€0.12","€0.12"
4,0,"Arges - The Cyclops",004,173,Steel,Common,"€0.11","€0.19"
0,1,"Ariel - Determined Mermaid",004,174,Steel,Common,"€0.12","€0.12"
0,0,"Ariel - Sonic Warrior",004,175,Steel,Super Rare,"€0.67","€2.49"
2,0,"Beast - Thick-Skinned",004,176,Steel,Common,"€0.12","€0.12"
4,0,"Chi-Fu - Imperial Advisor",004,177,Steel,Uncommon,"€0.11","€0.39"
1,4,"Chien-Po - Imperial Soldier",004,178,Steel,Common,"€0.12","€0.12"
0,0,"Donald Duck - Buccaneer",004,179,Steel,Legendary,"€4.17","€5.19"
1,1,"Hercules - Beloved Hero",004,180,Steel,Rare,"€0.12","€0.47"
3,0,"LeFou - Opportunistic Flunky",004,181,Steel,Rare,"€0.12","€0.48"
4,0,"Li Shang - Imperial Captain",004,182,Steel,Uncommon,"€0.11","€0.43"
2,0,"Ling - Imperial Soldier",004,183,Steel,Uncommon,"€0.11","€0.43"
1,1,"Luisa Madrigal - Rock of the Family",004,184,Steel,Common,"€0.12","€0.12"
0,1,"Magic Broom - Aerial Cleaner",004,185,Steel,Common,"€0.12","€0.19"
0,0,"Magic Broom - Brigade Commander",004,186,Steel,Super Rare,"€0.42","€1.29"
0,0,"Mickey Mouse - Playful Sorcerer",004,187,Steel,Rare,"€0.20","€1.93"
5,2,"Mickey Mouse - Standard Bearer",004,188,Steel,Common,"€0.12","€0.12"
0,0,"Mulan - Armored Fighter",004,189,Steel,Uncommon,"€0.11","€0.32"
1,0,"Philoctetes - No-Nonsense Instructor",004,190,Steel,Rare,"€0.20","€1.13"
1,0,"Piglet - Sturdy Swordsman",004,191,Steel,Legendary,"€1.37","€2.87"
2,0,"Rajah - Royal Protector",004,192,Steel,Rare,"€0.12","€0.47"
1,0,"Raya - Unstoppable Force",004,193,Steel,Super Rare,"€0.12","€0.66"
4,1,"Yao - Imperial Soldier",004,194,Steel,Common,"€0.12","€0.12"
2,0,"Avalanche",004,195,Steel,Uncommon,"€0.15","€1.37"
0,0,"I Find 'Em, I Flatten 'Em",004,196,Steel,Uncommon,"€0.12","€4.61"
0,0,"One Last Hope",004,197,Steel,Rare,"€0.32","€1.28"
0,1,"The Mob Song",004,198,Steel,Uncommon,"€0.15","€0.48"
3,0,"Triton's Decree",004,199,Steel,Common,"€0.11","€0.11"
4,1,"Fortisphere",004,200,Steel,Common,"€0.21","€0.59"
1,0,"Imperial Bow",004,201,Steel,Uncommon,"€0.11","€9.15"
1,0,"RLS Legacy's Cannon",004,202,Steel,Rare,"€0.20","€0.45"
0,0,"The Wall - Border Fortress",004,203,Steel,Rare,"€0.12","€0.47"
3,0,"Thebes - The Big Olive",004,204,Steel,Common,"€0.12","€0.12"
0,0,"Cinderella - Melody Weaver",004,205,Amber,Enchanted,"€44.13","€44.13"
0,0,"Minnie Mouse - Musketeer Champion",004,206,Amber,Enchanted,"€46.30","€46.30"
0,0,"Look At This Family",004,207,Amber,Enchanted,"€34.00","€34.00"
0,0,"Ursula - Sea Witch Queen",004,208,Amethyst,Enchanted,"€48.83","€48.83"
0,0,"Yen Sid - Powerful Sorcerer",004,209,Amethyst,Enchanted,"€40.59","€40.59"
0,0,"Second Star To The Right",004,210,Amethyst,Enchanted,"€30.33","€30.33"
0,0,"Diablo - Devoted Herald",004,211,Emerald,Enchanted,"€125.01","€125.01"
0,0,"Jasmine - Desert Warrior",004,212,Emerald,Enchanted,"€47.82","€47.82"
0,0,"We Don't Talk About Bruno",004,213,Emerald,Enchanted,"€69.85","€69.85"
0,0,"Goofy - Super Goof",004,214,Ruby,Enchanted,"€74.67","€74.67"
0,0,"Sisu - Empowered Sibling",004,215,Ruby,Enchanted,"€148.09","€148.09"
0,0,"Snuggly Duckling - Disreputable Pub",004,216,Ruby,Enchanted,"€21.07","€21.07"
0,0,"Anna - True-Hearted",004,217,Sapphire,Enchanted,"€56.94","€56.94"
0,0,"The Queen - Diviner",004,218,Sapphire,Enchanted,"€46.30","€46.30"
0,0,"Ariel's Grotto - A Secret Place",004,219,Sapphire,Enchanted,"€23.64","€23.64"
0,0,"Ariel - Sonic Warrior",004,220,Steel,Enchanted,"€131.41","€131.41"
0,0,"Piglet - Sturdy Swordsman",004,221,Steel,Enchanted,"€57.17","€57.17"
0,0,"The Wall - Border Fortress",004,222,Steel,Enchanted,"€23.74","€23.74"
0,0,"Yen Sid - Powerful Sorcerer",004,223,Amethyst,Legendary,"€7.50","€8.01"
0,0,"Mulan - Elite Archer",004,224,Ruby,Legendary,,
0,0,"Mickey Mouse - Playful Sorcerer",004,225,Steel,Rare,"€2.59","€4.56"
1,0,"Koda - Talkative Cub",005,001,Amber,Rare,"€0.12","€0.28"
1,0,"Nala - Mischievous Cub",005,002,Amber,Uncommon,"€0.09","€0.12"
0,0,"Prince Naveen - Ukulele Player",005,003,Amber,Legendary,"€7.75","€12.85"
2,0,"Rutt - Northern Moose",005,004,Amber,Common,"€0.12","€0.12"
0,0,"Kenai - Big Brother",005,005,Amber,Common,"€0.11","€0.15"
5,0,"Vanellope von Schweetz - Sugar Rush Champ",005,006,Amber,Common,"€0.12","€0.12"
3,0,"Tuke - Northern Moose",005,007,Amber,Common,"€0.11","€0.11"
1,0,"Lilo - Junior Cake Decorator",005,008,Amber,Common,"€0.09","€0.15"
2,0,"Vanellope von Schweetz - Candy Mechanic",005,009,Amber,Common,"€0.07","€0.12"
2,0,"Fix-It Felix, Jr. - Trusty Builder",005,010,Amber,Common,"€0.11","€0.13"
2,0,"Gazelle - Pop Star",005,011,Amber,Common,"€0.09","€0.12"
2,0,"Fix-It Felix, Jr. - Niceland Steward",005,012,Amber,Uncommon,"€0.14","€0.20"
0,0,"Kristoff - Reindeer Keeper",005,013,Amber,Rare,"€0.12","€0.20"
0,0,"Mirabel Madrigal - Family Gatherer",005,014,Amber,Legendary,"€2.05","€3.44"
1,0,"Minnie Mouse - Drum Major",005,015,Amber,Super Rare,"€0.12","€0.93"
0,0,"Daisy Duck - Donald's Date",005,016,Amber,Super Rare,"€7.71","€11.14"
1,0,"Fix-It Felix, Jr. - Delighted Sightseer",005,017,Amber,Common,"€0.13","€0.13"
1,0,"Moana - Determined Explorer",005,018,Amber,Rare,"€0.12","€0.56"
0,0,"Vanellope von Schweetz - Sugar Rush Princess",005,019,Amber,Rare,"€0.12","€0.59"
1,0,"Alan-a-Dale - Rockin' Rooster",005,020,Amber,Uncommon,"€0.14","€0.27"
0,0,"Wreck-It Ralph - Admiral Underpants",005,021,Amber,Rare,"€0.12","€0.71"
0,0,"Maid Marian - Lady of the Lists",005,022,Amber,Uncommon,"€0.09","€0.27"
5,0,"Sven - Reindeer Steed",005,023,Amber,Uncommon,"€0.17","€0.60"
1,0,"Minnie Mouse - Compassionate Friend",005,024,Amber,Common,"€0.09","€0.15"
0,0,"Try Everything",005,025,Amber,Uncommon,"€0.11","€0.20"
1,0,"Healing Touch",005,026,Amber,Common,"€0.11","€0.11"
1,0,"Revive",005,027,Amber,Rare,"€0.12","€1.07"
0,0,"Blast From Your Past",005,028,Amber,Super Rare,"€0.12","€0.99"
0,0,"Invited to the Ball",005,029,Amber,Uncommon,"€0.14","€0.20"
1,0,"Healing Decanter",005,030,Amber,Common,"€0.11","€0.14"
2,0,"Queen's Sensor Core",005,031,Amber,Rare,"€0.43","€0.71"
3,0,"Amber Chromicon",005,032,Amber,Uncommon,"€0.09","€0.12"
0,0,"Rapunzel's Tower - Secluded Prison",005,033,Amber,Uncommon,"€0.17","€0.34"
1,0,"Pride Lands - Jungle Oasis",005,034,Amber,Rare,"€0.12","€0.44"
0,0,"Maleficent - Formidable Queen",005,035,Amethyst,Super Rare,"€0.12","€1.03"
3,1,"The Nokk - Mythical Spirit",005,036,Amethyst,Common,"€0.09","€0.14"
2,0,"Cogsworth - Illuminary Watchman",005,037,Amethyst,Common,"€0.09","€0.23"
2,1,"Merlin - Turtle",005,038,Amethyst,Common,"€0.09","€0.20"
5,0,"Archimedes - Exasperated Owl",005,039,Amethyst,Common,"€0.07","€0.20"
2,0,"Bruni - Fire Salamander",005,040,Amethyst,Uncommon,"€0.12","€0.34"
5,1,"Earth Giant - Living Mountain",005,041,Amethyst,Common,"€0.07","€0.12"
3,0,"Gale - Wind Spirit",005,042,Amethyst,Common,"€0.07","€0.14"
1,0,"White Rabbit - Royal Herald",005,043,Amethyst,Common,"€0.12","€0.12"
1,0,"Madam Mim - Elephant",005,044,Amethyst,Super Rare,"€0.56","€2.45"
0,0,"Luisa Madrigal - Entertaining Muscle",005,045,Amethyst,Rare,"€0.12","€0.34"
1,0,"Anna - Mystical Majesty",005,046,Amethyst,Rare,"€0.12","€0.47"
3,1,"Archimedes - Electrified Owl",005,047,Amethyst,Uncommon,"€0.07","€0.21"
1,1,"Elsa - The Fifth Spirit",005,048,Amethyst,Super Rare,"€7.00","€8.53"
0,1,"Genie - Main Attraction",005,049,Amethyst,Legendary,"€1.61","€4.03"
2,0,"Olaf - Happy Passenger",005,050,Amethyst,Rare,"€0.12","€0.49"
0,0,"Maleficent - Vexed Partygoer",005,051,Amethyst,Uncommon,"€0.12","€0.12"
0,0,"Monstro - Whale of a Whale",005,052,Amethyst,Uncommon,"€0.11","€0.14"
2,0,"Magica De Spell - Cruel Sorceress",005,053,Amethyst,Rare,"€0.12","€0.71"
5,0,"Maleficent - Vengeful Sorceress",005,054,Amethyst,Common,"€0.11","€0.21"
1,0,"Rafiki - Shaman Duelist",005,055,Amethyst,Rare,"€0.12","€0.96"
